4 0.003829
5 8.7E-4
6 0.001842
7 0.001155
8 8.95E-4
9 8.39E-4
10 0.001347
11 0.001091
12 6.99E-4
13 9.72E-4
14 8.39E-4
15 7.22E-4
16 7.64E-4
17 7.27E-4
18 6.39E-4
19 7.42E-4
20 7.87E-4
21 0.001
22 0.001065
23 8.66E-4
24 9.96E-4
25 7.04E-4
26 8.24E-4
27 9.04E-4
28 8.27E-4
29 9.7E-4
30 9.19E-4
31 6.13E-4
32 4.59E-4
